sex,birth,family,education,job,rich,religion,voting,politics,x,y,location
Жіноча,1988,Неодружений/незаміжня,Повна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,-0.20,-0.55,Kyiv
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Самопоміч,Цікавлюсь,-0.10,-0.25,not_defined
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,Студент,< 3 000,Інше,Я не голосував,Дуже цікавлюсь,0.30,-0.75,Donetsk
Чоловіча,,Неодружений/незаміжня,Повна вища освіта,Студент,< 3 000,Інше,Я не голосував,Дуже цікавлюсь,0.28,-0.68,not_defined
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Протестантизм,Інша партія,Цікавлюсь,-0.05,0.08,Zhytomyr
Чоловіча,,У шлюбі,Повна вища освіта,Наука та дослідження,15 000 - 25 000,Буддизм,Інша партія,Цікавлюсь,0.03,-0.28,Kyiv
Жіноча,1987,Інше,Неповна вища освіта,Продажі та послуги,6 000 - 10 000,Інше,Народний Фронт,Цікавлюсь,-0.15,-0.58,Kyiv
Чоловіча,1980,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Складно відповісти,Дуже цікавлюсь,-0.15,-0.48,not_defined
Жіноча,1996,Неодружений/незаміжня,Неповна вища освіта,Інше,3 000 - 6 000,Православ'я,Свобода,Цікавлюсь,-0.20,0.23,Donetsk
Жіноча,1990,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",< 3 000,Католицизм,Самопоміч,Цікавлюсь,-0.28,-0.13,Zakarpattia
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,Інше,< 3 000,Не маю релігійної приналежності,Інша партія,Дуже цікавлюсь,0.40,-0.43,Zakarpattia
Чоловіча,1987,Неодружений/незаміжня,Повна вища освіта,Безробітний,10 000 - 15 000,Православ'я,Самопоміч,Цікавлюсь,0.05,-0.38,not_defined
Чоловіча,1983,Неодружений/незаміжня,Повна вища освіта,Продажі та послуги,10 000 - 15 000,Католицизм,Блок Петра Порошенка,Цікавлюсь,-0.33,0.2,not_defined
Жіноча,,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Інше,Я не голосував,Цікавлюсь,-0.18,-0.15,not_defined
Чоловіча,1981,У шлюбі,Кандидат/доктор наук,IT-сфера,> 50 000,Не маю релігійної приналежності,Свобода,Дуже цікавлюсь,0.48,-0.18,not_defined
Чоловіча,1989,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",15 000 - 25 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,-0.05,-0.23,not_defined
Чоловіча,1989,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",15 000 - 25 000,Не маю релігійної приналежності,Я не голосував,Дуже цікавлюсь,-0.03,-0.28,not_defined
Чоловіча,1977,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",15 000 - 25 000,Католицизм,Блок Петра Порошенка,Трохи цікавлюсь,-0.18,-0.23,not_defined
Чоловіча,1980,У шлюбі,Повна вища освіта,Виробництво,6 000 - 10 000,Православ'я,Самопоміч,Трохи цікавлюсь,-0.08,0,Khmelnytsky
Чоловіча,1997,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,0.25,0.05,not_defined
Чоловіча,1993,Неодружений/незаміжня,Повна вища освіта,Безробітний,< 3 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,-0.25,-0.08,Zakarpattia
Жіноча,1977,Неодружений/незаміжня,Повна вища освіта,Охорона здоров'я,,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,-0.08,-0.7,Rivne
Чоловіча,1984,У шлюбі,Повна вища освіта,IT-сфера,10 000 - 15 000,Католицизм,Самопоміч,Цікавлюсь,-0.10,-0.55,Kyiv
Жіноча,1988,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Складно відповісти,Трохи цікавлюсь,-0.10,0.18,Kyiv
Чоловіча,1989,Інше,Повна вища освіта,Інше,6 000 - 10 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.18,-0.38,Kyiv
Жіноча,1955,У шлюбі,Повна вища освіта,Продажі та послуги,6 000 - 10 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.18,-0.33,Kyiv
Чоловіча,,Неодружений/незаміжня,Середня освіта,Студент,< 3 000,Православ'я,Самопоміч,Цікавлюсь,-0.28,-0.25,not_defined
Чоловіча,1989,Неодружений/незаміжня,Повна вища освіта,Інше,15 000 - 25 000,Православ'я,Самопоміч,Трохи цікавлюсь,0.03,-0.1,Kyiv
Чоловіча,1988,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",25 000 - 50 000,Православ'я,Свобода,Дуже цікавлюсь,-0.18,0.4,not_defined
Чоловіча,1986,Неодружений/незаміжня,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",< 3 000,Православ'я,Свобода,Цікавлюсь,0.03,-0.4,not_defined
Жіноча,1989,У шлюбі,Повна вища освіта,Наука та дослідження,< 3 000,Інше,Самопоміч,Трохи цікавлюсь,-0.08,-0.25,not_defined
Жіноча,1993,Неодружений/незаміжня,Повна вища освіта,Інше,< 3 000,Православ'я,Я не голосував,Трохи цікавлюсь,0.03,-0.08,Rivne
Жіноча,1994,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Свобода,Цікавлюсь,-0.20,0.35,not_defined
Чоловіча,,У шлюбі,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",3 000 - 6 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.33,0.08,not_defined
